House,Day,Minute,Outdoor (Zone - 0) Occupant,Bedroom (Zone - 1) Occupant,Livingroom (Zone - 2) Occupant,Kitchen (Zone - 3) Occupant,Bathroom (Zone - 4) Occupant
B,10,740,2,0,0,0,0
B,10,741,2,0,0,0,0
B,10,742,2,0,0,0,0
B,10,743,2,0,0,0,0
B,10,744,2,0,0,0,0
B,10,745,2,0,0,0,0
B,10,746,2,0,0,0,0
B,10,747,2,0,0,0,0
B,10,748,2,0,0,0,0
B,10,749,2,0,0,0,0
B,10,750,2,0,0,0,0
B,10,751,2,0,0,0,0
B,10,752,2,0,0,0,0
B,10,753,2,0,0,0,0
B,10,754,2,0,0,0,0
B,10,755,2,0,0,0,0
B,10,756,2,0,0,0,0
B,10,757,2,0,0,0,0
B,10,758,2,0,0,0,0
B,10,759,2,0,0,0,0
B,10,760,2,0,0,0,0
B,10,761,2,0,0,0,0
B,10,762,2,0,0,0,0
B,10,763,2,0,0,0,0
B,10,764,2,0,0,0,0
B,10,765,2,0,0,0,0
B,10,766,2,0,0,0,0
B,10,767,2,0,0,0,0
B,10,768,2,0,0,0,0
B,10,769,2,0,0,0,0
B,10,770,2,0,0,0,0
B,10,771,2,0,0,0,0
B,10,772,2,0,0,0,0
B,10,773,2,0,0,0,0
B,10,774,2,0,0,0,0
B,10,775,2,0,0,0,0
B,10,776,2,0,0,0,0
B,10,777,2,0,0,0,0
B,10,778,2,0,0,0,0
B,10,779,2,0,0,0,0
B,10,780,2,0,0,0,0
B,10,781,2,0,0,0,0
B,10,782,2,0,0,0,0
B,10,783,2,0,0,0,0
B,10,784,2,0,0,0,0
B,10,785,2,0,0,0,0
B,10,786,2,0,0,0,0
B,10,787,2,0,0,0,0
B,10,788,2,0,0,0,0
B,10,789,2,0,0,0,0
B,10,790,2,0,0,0,0
B,10,791,2,0,0,0,0
B,10,792,2,0,0,0,0
B,10,793,2,0,0,0,0
B,10,794,2,0,0,0,0
B,10,795,2,0,0,0,0
B,10,796,2,0,0,0,0
B,10,797,2,0,0,0,0
B,10,798,2,0,0,0,0
B,10,799,2,0,0,0,0
B,10,800,2,0,0,0,0
B,10,801,2,0,0,0,0
B,10,802,2,0,0,0,0
B,10,803,2,0,0,0,0
B,10,804,2,0,0,0,0
B,10,805,2,0,0,0,0
B,10,806,2,0,0,0,0
B,10,807,2,0,0,0,0
B,10,808,2,0,0,0,0
B,10,809,2,0,0,0,0
B,10,810,2,0,0,0,0
B,10,811,2,0,0,0,0
B,10,812,2,0,0,0,0
B,10,813,2,0,0,0,0
B,10,814,2,0,0,0,0
B,10,815,2,0,0,0,0
B,10,816,2,0,0,0,0
B,10,817,2,0,0,0,0
B,10,818,2,0,0,0,0
B,10,819,2,0,0,0,0
B,10,820,2,0,0,0,0
B,10,821,2,0,0,0,0
B,10,822,2,0,0,0,0
B,10,823,2,0,0,0,0
B,10,824,2,0,0,0,0
B,10,825,2,0,0,0,0
B,10,826,2,0,0,0,0
B,10,827,2,0,0,0,0
B,10,828,2,0,0,0,0
B,10,829,2,0,0,0,0
B,10,830,2,0,0,0,0
B,10,831,2,0,0,0,0
B,10,832,2,0,0,0,0
B,10,833,2,0,0,0,0
B,10,834,2,0,0,0,0
B,10,835,2,0,0,0,0
B,10,836,2,0,0,0,0
B,10,837,2,0,0,0,0
B,10,838,2,0,0,0,0
B,10,839,2,0,0,0,0
B,10,840,2,0,0,0,0
B,10,841,2,0,0,0,0
B,10,842,2,0,0,0,0
B,10,843,2,0,0,0,0
B,10,844,2,0,0,0,0
B,10,845,2,0,0,0,0
B,10,846,2,0,0,0,0
B,10,847,2,0,0,0,0
B,10,848,2,0,0,0,0
B,10,849,2,0,0,0,0
B,10,850,2,0,0,0,0
B,10,851,2,0,0,0,0
B,10,852,2,0,0,0,0
B,10,853,2,0,0,0,0
B,10,854,2,0,0,0,0
B,10,855,2,0,0,0,0
B,10,856,2,0,0,0,0
B,10,857,2,0,0,0,0
B,10,858,2,0,0,0,0
B,10,859,2,0,0,0,0
B,10,860,2,0,0,0,0
B,10,861,2,0,0,0,0
B,10,862,2,0,0,0,0
B,10,863,2,0,0,0,0
B,10,864,2,0,0,0,0
B,10,865,2,0,0,0,0
B,10,866,2,0,0,0,0
B,10,867,2,0,0,0,0
B,10,868,2,0,0,0,0
B,10,869,2,0,0,0,0
B,10,870,2,0,0,0,0
B,10,871,2,0,0,0,0
B,10,872,2,0,0,0,0
B,10,873,2,0,0,0,0
B,10,874,2,0,0,0,0
B,10,875,2,0,0,0,0
B,10,876,2,0,0,0,0
B,10,877,2,0,0,0,0
B,10,878,2,0,0,0,0
B,10,879,2,0,0,0,0
B,10,880,2,0,0,0,0
B,10,881,2,0,0,0,0
B,10,882,2,0,0,0,0
B,10,883,2,0,0,0,0
B,10,884,2,0,0,0,0
B,10,885,2,0,0,0,0
B,10,886,2,0,0,0,0
B,10,887,2,0,0,0,0
B,10,888,2,0,0,0,0
B,10,889,2,0,0,0,0
B,10,890,2,0,0,0,0
B,10,891,2,0,0,0,0
B,10,892,2,0,0,0,0
B,10,893,2,0,0,0,0
B,10,894,2,0,0,0,0
B,10,895,2,0,0,0,0
B,10,896,2,0,0,0,0
B,10,897,2,0,0,0,0
B,10,898,2,0,0,0,0
B,10,899,2,0,0,0,0
B,10,900,2,0,0,0,0
B,10,901,2,0,0,0,0
B,10,902,2,0,0,0,0
B,10,903,2,0,0,0,0
B,10,904,2,0,0,0,0
B,10,905,2,0,0,0,0
B,10,906,2,0,0,0,0
B,10,907,2,0,0,0,0
B,10,908,2,0,0,0,0
B,10,909,2,0,0,0,0
B,10,910,2,0,0,0,0
B,10,911,2,0,0,0,0
B,10,912,2,0,0,0,0
B,10,913,2,0,0,0,0
B,10,914,2,0,0,0,0
B,10,915,2,0,0,0,0
B,10,916,2,0,0,0,0
B,10,917,2,0,0,0,0
B,10,918,2,0,0,0,0
B,10,919,2,0,0,0,0
B,10,920,2,0,0,0,0
B,10,921,2,0,0,0,0
B,10,922,2,0,0,0,0
B,10,923,2,0,0,0,0
B,10,924,2,0,0,0,0
B,10,925,2,0,0,0,0
B,10,926,2,0,0,0,0
B,10,927,2,0,0,0,0
B,10,928,2,0,0,0,0
B,10,929,2,0,0,0,0
B,10,930,2,0,0,0,0
B,10,931,2,0,0,0,0
B,10,932,2,0,0,0,0
B,10,933,2,0,0,0,0
B,10,934,2,0,0,0,0
B,10,935,2,0,0,0,0
B,10,936,2,0,0,0,0
B,10,937,2,0,0,0,0
B,10,938,2,0,0,0,0
B,10,939,2,0,0,0,0
B,10,940,2,0,0,0,0
B,10,941,2,0,0,0,0
B,10,942,2,0,0,0,0
B,10,943,2,0,0,0,0
B,10,944,2,0,0,0,0
B,10,945,2,0,0,0,0
B,10,946,2,0,0,0,0
B,10,947,2,0,0,0,0
B,10,948,2,0,0,0,0
B,10,949,2,0,0,0,0
B,10,950,2,0,0,0,0
B,10,951,2,0,0,0,0
B,10,952,2,0,0,0,0
B,10,953,2,0,0,0,0
B,10,954,2,0,0,0,0
B,10,955,2,0,0,0,0
B,10,956,2,0,0,0,0
B,10,957,2,0,0,0,0
B,10,958,2,0,0,0,0
B,10,959,2,0,0,0,0
B,10,960,2,0,0,0,0
B,10,961,2,0,0,0,0
B,10,962,2,0,0,0,0
B,10,963,2,0,0,0,0
B,10,964,2,0,0,0,0
B,10,965,2,0,0,0,0
B,10,966,2,0,0,0,0
B,10,967,2,0,0,0,0
B,10,968,2,0,0,0,0
B,10,969,2,0,0,0,0
B,10,970,2,0,0,0,0
B,10,971,2,0,0,0,0
B,10,972,2,0,0,0,0
B,10,973,2,0,0,0,0
B,10,974,2,0,0,0,0
B,10,975,2,0,0,0,0
B,10,976,2,0,0,0,0
B,10,977,2,0,0,0,0
B,10,978,2,0,0,0,0
B,10,979,2,0,0,0,0
B,10,980,2,0,0,0,0
B,10,981,2,0,0,0,0
B,10,982,2,0,0,0,0
B,10,983,2,0,0,0,0
B,10,984,2,0,0,0,0
B,10,985,2,0,0,0,0
B,10,986,2,0,0,0,0
B,10,987,2,0,0,0,0
B,10,988,2,0,0,0,0
B,10,989,2,0,0,0,0
B,10,990,2,0,0,0,0
B,10,991,2,0,0,0,0
B,10,992,2,0,0,0,0
B,10,993,2,0,0,0,0
B,10,994,2,0,0,0,0
B,10,995,2,0,0,0,0
B,10,996,2,0,0,0,0
B,10,997,2,0,0,0,0
B,10,998,2,0,0,0,0
B,10,999,2,0,0,0,0
B,10,1000,2,0,0,0,0
B,10,1001,2,0,0,0,0
B,10,1002,2,0,0,0,0
B,10,1003,2,0,0,0,0
B,10,1004,2,0,0,0,0
B,10,1005,2,0,0,0,0
B,10,1006,2,0,0,0,0
B,10,1007,2,0,0,0,0
B,10,1008,2,0,0,0,0
B,10,1009,2,0,0,0,0
B,10,1010,2,0,0,0,0
B,10,1011,2,0,0,0,0
B,10,1012,2,0,0,0,0
B,10,1013,2,0,0,0,0
B,10,1014,2,0,0,0,0
B,10,1015,2,0,0,0,0
B,10,1016,2,0,0,0,0
B,10,1017,2,0,0,0,0
B,10,1018,2,0,0,0,0
B,10,1019,2,0,0,0,0
B,10,1020,2,0,0,0,0
B,10,1021,2,0,0,0,0
B,10,1022,2,0,0,0,0
B,10,1023,2,0,0,0,0
B,10,1024,2,0,0,0,0
B,10,1025,2,0,0,0,0
B,10,1026,2,0,0,0,0
B,10,1027,2,0,0,0,0
B,10,1028,2,0,0,0,0
B,10,1029,2,0,0,0,0
B,10,1030,2,0,0,0,0
B,10,1031,2,0,0,0,0
B,10,1032,2,0,0,0,0
B,10,1033,2,0,0,0,0
B,10,1034,2,0,0,0,0
B,10,1035,2,0,0,0,0
B,10,1036,2,0,0,0,0
B,10,1037,2,0,0,0,0
B,10,1038,2,0,0,0,0
B,10,1039,2,0,0,0,0
B,10,1040,2,0,0,0,0
B,10,1041,2,0,0,0,0
B,10,1042,2,0,0,0,0
B,10,1043,2,0,0,0,0
B,10,1044,2,0,0,0,0
B,10,1045,2,0,0,0,0
B,10,1046,2,0,0,0,0
B,10,1047,2,0,0,0,0
B,10,1048,2,0,0,0,0
B,10,1049,2,0,0,0,0
B,10,1050,2,0,0,0,0
B,10,1051,2,0,0,0,0
B,10,1052,2,0,0,0,0
B,10,1053,2,0,0,0,0
B,10,1054,2,0,0,0,0
B,10,1055,2,0,0,0,0
B,10,1056,2,0,0,0,0
B,10,1057,2,0,0,0,0
B,10,1058,2,0,0,0,0
B,10,1059,2,0,0,0,0
B,10,1060,2,0,0,0,0
B,10,1061,2,0,0,0,0
B,10,1062,2,0,0,0,0
B,10,1063,2,0,0,0,0
B,10,1064,2,0,0,0,0
B,10,1065,2,0,0,0,0
B,10,1066,2,0,0,0,0
B,10,1067,2,0,0,0,0
B,10,1068,2,0,0,0,0
B,10,1069,2,0,0,0,0
B,10,1070,2,0,0,0,0
B,10,1071,2,0,0,0,0
B,10,1072,2,0,0,0,0
B,10,1073,2,0,0,0,0
B,10,1074,2,0,0,0,0
B,10,1075,2,0,0,0,0
B,10,1076,2,0,0,0,0
B,10,1077,2,0,0,0,0
B,10,1078,2,0,0,0,0
B,10,1079,2,0,0,0,0
B,10,1080,2,0,0,0,0
B,10,1081,2,0,0,0,0
B,10,1082,2,0,0,0,0
B,10,1083,2,0,0,0,0
B,10,1084,2,0,0,0,0
B,10,1085,2,0,0,0,0
B,10,1086,2,0,0,0,0
B,10,1087,2,0,0,0,0
B,10,1088,2,0,0,0,0
B,10,1089,2,0,0,0,0
B,10,1090,2,0,0,0,0
B,10,1091,2,0,0,0,0
B,10,1092,2,0,0,0,0
B,10,1093,2,0,0,0,0
B,10,1094,2,0,0,0,0
B,10,1095,2,0,0,0,0
B,10,1096,2,0,0,0,0
B,10,1097,2,0,0,0,0
B,10,1098,2,0,0,0,0
B,10,1099,2,0,0,0,0
B,10,1100,2,0,0,0,0
B,10,1101,2,0,0,0,0
B,10,1102,2,0,0,0,0
B,10,1103,2,0,0,0,0
B,10,1104,2,0,0,0,0
B,10,1105,2,0,0,0,0
B,10,1106,2,0,0,0,0
B,10,1107,2,0,0,0,0
B,10,1108,2,0,0,0,0
B,10,1109,2,0,0,0,0
B,10,1110,2,0,0,0,0
B,10,1111,2,0,0,0,0
B,10,1112,2,0,0,0,0
B,10,1113,2,0,0,0,0
B,10,1114,2,0,0,0,0
B,10,1115,2,0,0,0,0
B,10,1116,2,0,0,0,0
B,10,1117,2,0,0,0,0
B,10,1118,2,0,0,0,0
B,10,1119,2,0,0,0,0
B,10,1120,2,0,0,0,0
B,10,1121,2,0,0,0,0
B,10,1122,2,0,0,0,0
B,10,1123,2,0,0,0,0
B,10,1124,2,0,0,0,0
B,10,1125,2,0,0,0,0
B,10,1126,2,0,0,0,0
B,10,1127,2,0,0,0,0
B,10,1128,2,0,0,0,0
B,10,1129,2,0,0,0,0
B,10,1130,2,0,0,0,0
B,10,1131,2,0,0,0,0
B,10,1132,2,0,0,0,0
B,10,1133,2,0,0,0,0
B,10,1134,2,0,0,0,0
B,10,1135,2,0,0,0,0
B,10,1136,2,0,0,0,0
B,10,1137,2,0,0,0,0
B,10,1138,2,0,0,0,0
B,10,1139,2,0,0,0,0
B,10,1140,2,0,0,0,0
B,10,1141,2,0,0,0,0
B,10,1142,2,0,0,0,0
B,10,1143,2,0,0,0,0
B,10,1144,2,0,0,0,0
B,10,1145,2,0,0,0,0
B,10,1146,2,0,0,0,0
B,10,1147,2,0,0,0,0
B,10,1148,2,0,0,0,0
B,10,1149,2,0,0,0,0
B,10,1150,2,0,0,0,0
B,10,1151,2,0,0,0,0
B,10,1152,2,0,0,0,0
B,10,1153,2,0,0,0,0
B,10,1154,2,0,0,0,0
B,10,1155,2,0,0,0,0
B,10,1156,2,0,0,0,0
B,10,1157,2,0,0,0,0
B,10,1158,2,0,0,0,0
B,10,1159,2,0,0,0,0
B,10,1160,2,0,0,0,0
B,10,1161,2,0,0,0,0
B,10,1162,2,0,0,0,0
B,10,1163,2,0,0,0,0
B,10,1164,2,0,0,0,0
B,10,1165,2,0,0,0,0
B,10,1166,2,0,0,0,0
B,10,1167,2,0,0,0,0
B,10,1168,2,0,0,0,0
B,10,1169,2,0,0,0,0
B,10,1170,2,0,0,0,0
B,10,1171,2,0,0,0,0
B,10,1172,2,0,0,0,0
B,10,1173,2,0,0,0,0
B,10,1174,2,0,0,0,0
B,10,1175,2,0,0,0,0
B,10,1176,2,0,0,0,0
B,10,1177,2,0,0,0,0
B,10,1178,2,0,0,0,0
B,10,1179,2,0,0,0,0
B,10,1180,2,0,0,0,0
B,10,1181,2,0,0,0,0
B,10,1182,2,0,0,0,0
B,10,1183,2,0,0,0,0
B,10,1184,2,0,0,0,0
B,10,1185,2,0,0,0,0
B,10,1186,2,0,0,0,0
B,10,1187,2,0,0,0,0
B,10,1188,2,0,0,0,0
B,10,1189,2,0,0,0,0
B,10,1190,2,0,0,0,0
B,10,1191,2,0,0,0,0
B,10,1192,2,0,0,0,0
B,10,1193,2,0,0,0,0
B,10,1194,2,0,0,0,0
B,10,1195,2,0,0,0,0
B,10,1196,2,0,0,0,0
B,10,1197,2,0,0,0,0
B,10,1198,2,0,0,0,0
B,10,1199,2,0,0,0,0
B,10,1200,2,0,0,0,0
B,10,1201,2,0,0,0,0
B,10,1202,2,0,0,0,0
B,10,1203,2,0,0,0,0
B,10,1204,2,0,0,0,0
B,10,1205,2,0,0,0,0
B,10,1206,2,0,0,0,0
B,10,1207,2,0,0,0,0
B,10,1208,2,0,0,0,0
B,10,1209,2,0,0,0,0
B,10,1210,2,0,0,0,0
B,10,1211,2,0,0,0,0
B,10,1212,2,0,0,0,0
B,10,1213,2,0,0,0,0
B,10,1214,2,0,0,0,0
B,10,1215,2,0,0,0,0
B,10,1216,2,0,0,0,0
B,10,1217,2,0,0,0,0
B,10,1218,2,0,0,0,0
B,10,1219,2,0,0,0,0
B,10,1220,2,0,0,0,0
B,10,1221,2,0,0,0,0
B,10,1222,2,0,0,0,0
B,10,1223,2,0,0,0,0
B,10,1224,2,0,0,0,0
B,10,1225,2,0,0,0,0
B,10,1226,2,0,0,0,0
B,10,1227,2,0,0,0,0
B,10,1228,2,0,0,0,0
B,10,1229,2,0,0,0,0
B,10,1230,2,0,0,0,0
B,10,1231,2,0,0,0,0
B,10,1232,2,0,0,0,0
B,10,1233,2,0,0,0,0
B,10,1234,2,0,0,0,0
B,10,1235,2,0,0,0,0
B,10,1236,2,0,0,0,0
B,10,1237,2,0,0,0,0
B,10,1238,2,0,0,0,0
B,10,1239,2,0,0,0,0
B,10,1240,2,0,0,0,0
B,10,1241,2,0,0,0,0
B,10,1242,2,0,0,0,0
B,10,1243,2,0,0,0,0
B,10,1244,2,0,0,0,0
B,10,1245,2,0,0,0,0
B,10,1246,2,0,0,0,0
B,10,1247,2,0,0,0,0
B,10,1248,2,0,0,0,0
B,10,1249,2,0,0,0,0
B,10,1250,2,0,0,0,0
B,10,1251,2,0,0,0,0
B,10,1252,2,0,0,0,0
B,10,1253,2,0,0,0,0
B,10,1254,2,0,0,0,0
B,10,1255,2,0,0,0,0
B,10,1256,2,0,0,0,0
B,10,1257,2,0,0,0,0
B,10,1258,2,0,0,0,0
B,10,1259,2,0,0,0,0
B,10,1260,2,0,0,0,0
B,10,1261,2,0,0,0,0
B,10,1262,2,0,0,0,0
B,10,1263,2,0,0,0,0
B,10,1264,2,0,0,0,0
B,10,1265,2,0,0,0,0
B,10,1266,2,0,0,0,0
B,10,1267,2,0,0,0,0
B,10,1268,2,0,0,0,0
B,10,1269,2,0,0,0,0
B,10,1270,2,0,0,0,0
B,10,1271,2,0,0,0,0
B,10,1272,2,0,0,0,0
B,10,1273,2,0,0,0,0
B,10,1274,2,0,0,0,0
B,10,1275,2,0,0,0,0
B,10,1276,2,0,0,0,0
B,10,1277,2,0,0,0,0
B,10,1278,2,0,0,0,0
B,10,1279,2,0,0,0,0
B,10,1280,2,0,0,0,0
B,10,1281,2,0,0,0,0
B,10,1282,2,0,0,0,0
B,10,1283,2,0,0,0,0
B,10,1284,2,0,0,0,0
B,10,1285,2,0,0,0,0
B,10,1286,2,0,0,0,0
B,10,1287,2,0,0,0,0
B,10,1288,2,0,0,0,0
B,10,1289,2,0,0,0,0
B,10,1290,2,0,0,0,0
B,10,1291,2,0,0,0,0
B,10,1292,2,0,0,0,0
B,10,1293,2,0,0,0,0
B,10,1294,2,0,0,0,0
B,10,1295,2,0,0,0,0
B,10,1296,2,0,0,0,0
B,10,1297,2,0,0,0,0
B,10,1298,2,0,0,0,0
B,10,1299,2,0,0,0,0
B,10,1300,2,0,0,0,0
B,10,1301,2,0,0,0,0
B,10,1302,2,0,0,0,0
B,10,1303,2,0,0,0,0
B,10,1304,2,0,0,0,0
B,10,1305,2,0,0,0,0
B,10,1306,2,0,0,0,0
B,10,1307,2,0,0,0,0
B,10,1308,2,0,0,0,0
B,10,1309,2,0,0,0,0
B,10,1310,2,0,0,0,0
B,10,1311,2,0,0,0,0
B,10,1312,2,0,0,0,0
B,10,1313,2,0,0,0,0
B,10,1314,2,0,0,0,0
B,10,1315,2,0,0,0,0
B,10,1316,2,0,0,0,0
B,10,1317,2,0,0,0,0
B,10,1318,2,0,0,0,0
B,10,1319,2,0,0,0,0
B,10,1320,2,0,0,0,0
B,10,1321,2,0,0,0,0
B,10,1322,2,0,0,0,0
B,10,1323,2,0,0,0,0
B,10,1324,2,0,0,0,0
B,10,1325,2,0,0,0,0
B,10,1326,2,0,0,0,0
B,10,1327,2,0,0,0,0
B,10,1328,2,0,0,0,0
B,10,1329,2,0,0,0,0
B,10,1330,2,0,0,0,0
B,10,1331,2,0,0,0,0
B,10,1332,2,0,0,0,0
B,10,1333,2,0,0,0,0
B,10,1334,2,0,0,0,0
B,10,1335,2,0,0,0,0
B,10,1336,2,0,0,0,0
B,10,1337,2,0,0,0,0
B,10,1338,2,0,0,0,0
B,10,1339,2,0,0,0,0
B,10,1340,2,0,0,0,0
B,10,1341,0,1,0,0,1
B,10,1342,0,1,0,0,1
B,10,1343,1,0,0,0,1
B,10,1344,0,1,0,0,1
B,10,1345,1,0,0,1,0
B,10,1346,1,0,0,1,0
B,10,1347,1,0,0,1,0
B,10,1348,1,0,0,1,0
B,10,1349,1,0,0,1,0
B,10,1350,1,0,0,1,0
B,10,1351,1,0,0,1,0
B,10,1352,1,0,0,1,0
B,10,1353,1,0,0,1,0
B,10,1354,1,0,0,1,0
B,10,1355,1,0,0,1,0
B,10,1356,1,0,0,1,0
B,10,1357,0,0,0,2,0
B,10,1358,0,0,0,2,0
B,10,1359,0,0,0,2,0
B,10,1360,0,0,0,2,0
B,10,1361,0,0,0,2,0
B,10,1362,0,0,0,2,0
B,10,1363,0,0,0,2,0
B,10,1364,0,0,0,2,0
B,10,1365,0,0,0,2,0
B,10,1366,1,0,0,1,0
B,10,1367,2,0,0,0,0
B,10,1368,2,0,0,0,0
B,10,1369,2,0,0,0,0
B,10,1370,2,0,0,0,0
B,10,1371,2,0,0,0,0
B,10,1372,2,0,0,0,0
B,10,1373,2,0,0,0,0
B,10,1374,1,0,1,0,0
B,10,1375,1,0,1,0,0
B,10,1376,1,0,1,0,0
B,10,1377,1,0,1,0,0
B,10,1378,1,0,1,0,0
B,10,1379,1,0,1,0,0
B,10,1380,0,0,2,0,0
B,10,1381,0,0,2,0,0
B,10,1382,0,0,2,0,0
B,10,1383,0,0,2,0,0
B,10,1384,0,0,2,0,0
B,10,1385,0,0,2,0,0
B,10,1386,0,0,2,0,0
B,10,1387,0,0,2,0,0
B,10,1388,0,0,2,0,0
B,10,1389,0,0,2,0,0
B,10,1390,0,0,2,0,0
B,10,1391,0,0,2,0,0
B,10,1392,0,0,2,0,0
B,10,1393,0,0,2,0,0
B,10,1394,0,0,2,0,0
B,10,1395,0,0,2,0,0
B,10,1396,0,0,2,0,0
B,10,1397,0,0,2,0,0
B,10,1398,0,0,2,0,0
B,10,1399,0,0,2,0,0
B,10,1400,0,0,2,0,0
B,10,1401,0,0,2,0,0
B,10,1402,0,0,2,0,0
B,10,1403,0,0,2,0,0
B,10,1404,0,0,2,0,0
B,10,1405,0,0,2,0,0
B,10,1406,0,0,2,0,0
B,10,1407,0,0,2,0,0
B,10,1408,0,0,2,0,0
B,10,1409,0,0,2,0,0
B,10,1410,0,0,2,0,0
B,10,1411,0,0,2,0,0
B,10,1412,0,0,2,0,0
B,10,1413,0,0,2,0,0
B,10,1414,0,0,2,0,0
B,10,1415,0,0,2,0,0
B,10,1416,0,0,2,0,0
B,10,1417,0,0,2,0,0
B,10,1418,0,0,2,0,0
B,10,1419,0,0,2,0,0
B,10,1420,0,0,2,0,0
B,10,1421,0,0,2,0,0
B,10,1422,0,0,2,0,0
B,10,1423,0,0,2,0,0
B,10,1424,0,0,2,0,0
B,10,1425,0,0,2,0,0
B,10,1426,0,0,2,0,0
B,10,1427,0,0,2,0,0
B,10,1428,0,0,2,0,0
B,10,1429,0,0,2,0,0
B,10,1430,0,0,2,0,0
B,10,1431,0,0,2,0,0
B,10,1432,0,0,2,0,0
B,10,1433,0,0,2,0,0
B,10,1434,0,0,2,0,0
B,10,1435,0,0,2,0,0
B,10,1436,0,0,2,0,0
B,10,1437,0,0,2,0,0
B,10,1438,0,0,2,0,0
B,10,1439,0,0,2,0,0
B,11,0,0,0,2,0,0
B,11,1,0,0,2,0,0
B,11,2,0,0,2,0,0
B,11,3,0,0,2,0,0
B,11,4,0,0,2,0,0
B,11,5,0,0,2,0,0
B,11,6,0,0,2,0,0
B,11,7,0,0,2,0,0
B,11,8,0,0,2,0,0
B,11,9,0,0,2,0,0
B,11,10,0,0,2,0,0
B,11,11,0,0,2,0,0
B,11,12,0,0,2,0,0
B,11,13,0,0,2,0,0
B,11,14,0,0,2,0,0
B,11,15,0,0,2,0,0
B,11,16,0,0,2,0,0
B,11,17,0,0,2,0,0
B,11,18,0,0,2,0,0
B,11,19,0,0,2,0,0
B,11,20,0,0,2,0,0
B,11,21,0,0,2,0,0
B,11,22,0,0,2,0,0
B,11,23,0,0,2,0,0
B,11,24,0,0,2,0,0
B,11,25,0,0,2,0,0
B,11,26,0,0,2,0,0
B,11,27,0,0,2,0,0
B,11,28,0,0,2,0,0
B,11,29,0,0,2,0,0
B,11,30,0,0,2,0,0
B,11,31,0,0,2,0,0
B,11,32,0,0,2,0,0
B,11,33,0,0,2,0,0
B,11,34,0,0,2,0,0
B,11,35,0,0,2,0,0
B,11,36,0,0,2,0,0
B,11,37,0,0,2,0,0
B,11,38,0,0,2,0,0
B,11,39,0,0,2,0,0
B,11,40,0,0,2,0,0
B,11,41,0,0,2,0,0
B,11,42,0,0,2,0,0
B,11,43,0,0,2,0,0
B,11,44,0,0,2,0,0
B,11,45,0,0,2,0,0
B,11,46,0,0,2,0,0
B,11,47,0,0,2,0,0
B,11,48,0,1,1,0,0
B,11,49,0,2,0,0,0
B,11,50,0,2,0,0,0
B,11,51,0,2,0,0,0
B,11,52,0,2,0,0,0
B,11,53,0,2,0,0,0
B,11,54,0,2,0,0,0
B,11,55,0,2,0,0,0
B,11,56,0,2,0,0,0
B,11,57,0,2,0,0,0
B,11,58,0,2,0,0,0
B,11,59,0,2,0,0,0
B,11,60,0,2,0,0,0
B,11,61,0,2,0,0,0
B,11,62,0,2,0,0,0
B,11,63,0,2,0,0,0
B,11,64,0,2,0,0,0
B,11,65,0,2,0,0,0
B,11,66,0,2,0,0,0
B,11,67,0,2,0,0,0
B,11,68,0,2,0,0,0
B,11,69,0,2,0,0,0
B,11,70,0,2,0,0,0
B,11,71,0,2,0,0,0
B,11,72,0,2,0,0,0
B,11,73,0,2,0,0,0
B,11,74,0,2,0,0,0
B,11,75,0,2,0,0,0
B,11,76,0,2,0,0,0
B,11,77,0,2,0,0,0
B,11,78,0,2,0,0,0
B,11,79,0,2,0,0,0
B,11,80,0,2,0,0,0
B,11,81,0,2,0,0,0
B,11,82,0,2,0,0,0
B,11,83,0,2,0,0,0
B,11,84,0,2,0,0,0
B,11,85,0,2,0,0,0
B,11,86,0,2,0,0,0
B,11,87,0,2,0,0,0
B,11,88,0,2,0,0,0
B,11,89,0,2,0,0,0
B,11,90,0,2,0,0,0
B,11,91,0,2,0,0,0
B,11,92,0,2,0,0,0
B,11,93,0,2,0,0,0
B,11,94,0,2,0,0,0
B,11,95,0,2,0,0,0
B,11,96,0,2,0,0,0
B,11,97,0,2,0,0,0
B,11,98,0,2,0,0,0
B,11,99,0,2,0,0,0
B,11,100,0,2,0,0,0
B,11,101,0,2,0,0,0
B,11,102,0,2,0,0,0
B,11,103,0,2,0,0,0
B,11,104,0,2,0,0,0
B,11,105,0,2,0,0,0
B,11,106,0,2,0,0,0
B,11,107,0,2,0,0,0
B,11,108,0,2,0,0,0
B,11,109,0,2,0,0,0
B,11,110,0,2,0,0,0
B,11,111,0,2,0,0,0
B,11,112,0,2,0,0,0
B,11,113,0,2,0,0,0
B,11,114,0,2,0,0,0
B,11,115,0,2,0,0,0
B,11,116,0,2,0,0,0
B,11,117,0,2,0,0,0
B,11,118,0,2,0,0,0
B,11,119,0,2,0,0,0
B,11,120,0,2,0,0,0
B,11,121,0,2,0,0,0
B,11,122,0,2,0,0,0
B,11,123,0,2,0,0,0
B,11,124,0,2,0,0,0
B,11,125,0,2,0,0,0
B,11,126,0,2,0,0,0
B,11,127,0,2,0,0,0
B,11,128,0,2,0,0,0
B,11,129,0,2,0,0,0
B,11,130,0,2,0,0,0
B,11,131,0,2,0,0,0
B,11,132,0,2,0,0,0
B,11,133,0,2,0,0,0
B,11,134,0,2,0,0,0
B,11,135,0,2,0,0,0
B,11,136,0,2,0,0,0
B,11,137,0,2,0,0,0
B,11,138,0,2,0,0,0
B,11,139,0,2,0,0,0
B,11,140,0,2,0,0,0
