House,Day,Minute,Occupant-1 Activity,Occupant-2 Activity
A,4,273,11,11
A,4,274,11,11
A,4,275,11,11
A,4,276,11,11
A,4,277,11,11
A,4,278,11,11
A,4,279,11,11
A,4,280,11,11
A,4,281,11,11
A,4,282,11,11
A,4,283,11,11
A,4,284,11,11
A,4,285,11,11
A,4,286,11,11
A,4,287,11,11
A,4,288,11,11
A,4,289,11,11
A,4,290,11,11
A,4,291,11,11
A,4,292,11,11
A,4,293,11,11
A,4,294,11,11
A,4,295,11,11
A,4,296,11,11
A,4,297,11,11
A,4,298,11,11
A,4,299,11,11
A,4,300,11,11
A,4,301,11,11
A,4,302,11,11
A,4,303,11,11
A,4,304,11,11
A,4,305,11,11
A,4,306,11,11
A,4,307,11,11
A,4,308,11,11
A,4,309,11,11
A,4,310,11,11
A,4,311,11,11
A,4,312,11,11
A,4,313,11,11
A,4,314,11,11
A,4,315,11,11
A,4,316,11,11
A,4,317,11,11
A,4,318,11,11
A,4,319,11,11
A,4,320,11,11
A,4,321,11,11
A,4,322,11,11
A,4,323,11,11
A,4,324,11,11
A,4,325,11,11
A,4,326,11,11
A,4,327,11,11
A,4,328,11,11
A,4,329,11,11
A,4,330,11,11
A,4,331,11,11
A,4,332,11,11
A,4,333,11,11
A,4,334,11,11
A,4,335,11,11
A,4,336,11,11
A,4,337,11,11
A,4,338,11,11
A,4,339,11,11
A,4,340,11,11
A,4,341,11,11
A,4,342,11,11
A,4,343,11,11
A,4,344,11,11
A,4,345,11,11
A,4,346,11,11
A,4,347,11,11
A,4,348,11,11
A,4,349,11,11
A,4,350,11,11
A,4,351,11,11
A,4,352,11,11
A,4,353,11,11
A,4,354,11,11
A,4,355,11,11
A,4,356,11,11
A,4,357,11,11
A,4,358,11,11
A,4,359,11,11
A,4,360,11,11
A,4,361,11,11
A,4,362,11,11
A,4,363,11,11
A,4,364,11,11
A,4,365,11,11
A,4,366,11,11
A,4,367,11,11
A,4,368,11,11
A,4,369,11,11
A,4,370,11,11
A,4,371,11,11
A,4,372,11,11
A,4,373,11,11
A,4,374,11,11
A,4,375,11,11
A,4,376,11,11
A,4,377,11,11
A,4,378,11,11
A,4,379,11,11
A,4,380,11,11
A,4,381,11,11
A,4,382,11,11
A,4,383,11,11
A,4,384,11,11
A,4,385,11,11
A,4,386,11,11
A,4,387,11,11
A,4,388,11,11
A,4,389,11,11
A,4,390,11,11
A,4,391,11,11
A,4,392,11,11
A,4,393,11,11
A,4,394,11,11
A,4,395,11,11
A,4,396,11,11
A,4,397,11,11
A,4,398,11,11
A,4,399,11,11
A,4,400,11,11
A,4,401,11,11
A,4,402,11,11
A,4,403,11,11
A,4,404,11,11
A,4,405,11,11
A,4,406,11,11
A,4,407,11,11
A,4,408,11,11
A,4,409,11,11
A,4,410,11,11
A,4,411,11,11
A,4,412,11,11
A,4,413,11,11
A,4,414,11,11
A,4,415,11,11
A,4,416,11,11
A,4,417,11,11
A,4,418,11,11
A,4,419,11,11
A,4,420,11,11
A,4,421,11,11
A,4,422,11,11
A,4,423,11,11
A,4,424,11,11
A,4,425,11,11
A,4,426,11,11
A,4,427,11,11
A,4,428,11,11
A,4,429,11,11
A,4,430,11,11
A,4,431,11,11
A,4,432,11,11
A,4,433,11,11
A,4,434,11,11
A,4,435,11,1
A,4,436,11,1
A,4,437,11,1
A,4,438,11,11
A,4,439,11,11
A,4,440,11,11
A,4,441,11,11
A,4,442,11,11
A,4,443,11,11
A,4,444,11,11
A,4,445,11,11
A,4,446,11,11
A,4,447,11,11
A,4,448,11,11
A,4,449,11,11
A,4,450,11,11
A,4,451,11,11
A,4,452,11,11
A,4,453,11,11
A,4,454,11,11
A,4,455,11,11
A,4,456,11,11
A,4,457,11,11
A,4,458,11,11
A,4,459,11,11
A,4,460,11,11
A,4,461,11,11
A,4,462,11,11
A,4,463,11,15
A,4,464,11,15
A,4,465,11,15
A,4,466,11,15
A,4,467,11,15
A,4,468,11,15
A,4,469,11,15
A,4,470,11,15
A,4,471,11,15
A,4,472,11,15
A,4,473,11,15
A,4,474,11,15
A,4,475,11,15
A,4,476,11,15
A,4,477,11,15
A,4,478,11,15
A,4,479,11,15
A,4,480,11,15
A,4,481,11,20
A,4,482,11,20
A,4,483,11,20
A,4,484,11,20
A,4,485,11,20
A,4,486,11,20
A,4,487,11,20
A,4,488,11,20
A,4,489,11,14
A,4,490,11,14
A,4,491,11,14
A,4,492,11,14
A,4,493,11,14
A,4,494,11,14
A,4,495,11,14
A,4,496,11,14
A,4,497,11,14
A,4,498,11,14
A,4,499,11,14
A,4,500,11,14
A,4,501,11,14
A,4,502,11,14
A,4,503,11,14
A,4,504,11,14
A,4,505,11,14
A,4,506,11,14
A,4,507,11,14
A,4,508,11,3
A,4,509,11,3
A,4,510,11,3
A,4,511,11,3
A,4,512,11,4
A,4,513,11,4
A,4,514,11,4
A,4,515,11,21
A,4,516,11,21
A,4,517,11,21
A,4,518,11,21
A,4,519,11,27
A,4,520,11,27
A,4,521,11,27
A,4,522,11,27
A,4,523,11,27
A,4,524,11,27
A,4,525,11,27
A,4,526,11,27
A,4,527,11,27
A,4,528,11,27
A,4,529,11,27
A,4,530,11,27
A,4,531,11,27
A,4,532,11,27
A,4,533,11,27
A,4,534,11,2
A,4,535,11,2
A,4,536,11,2
A,4,537,11,2
A,4,538,11,2
A,4,539,11,2
A,4,540,11,2
A,4,541,11,2
A,4,542,11,2
A,4,543,11,2
A,4,544,11,2
A,4,545,11,2
A,4,546,11,2
A,4,547,11,2
A,4,548,11,2
A,4,549,11,2
A,4,550,11,2
A,4,551,11,2
A,4,552,11,2
A,4,553,11,2
A,4,554,11,2
A,4,555,11,2
A,4,556,11,2
A,4,557,11,2
A,4,558,11,2
A,4,559,11,2
A,4,560,11,2
A,4,561,11,2
A,4,562,11,2
A,4,563,11,2
A,4,564,11,2
A,4,565,11,2
A,4,566,11,2
A,4,567,11,2
A,4,568,11,2
A,4,569,11,2
A,4,570,11,2
A,4,571,11,2
A,4,572,11,2
A,4,573,11,2
A,4,574,11,2
A,4,575,11,2
A,4,576,11,2
A,4,577,11,2
A,4,578,11,2
A,4,579,11,2
A,4,580,11,2
A,4,581,11,2
A,4,582,11,2
A,4,583,11,2
A,4,584,11,2
A,4,585,11,2
A,4,586,11,2
A,4,587,11,2
A,4,588,11,2
A,4,589,11,2
A,4,590,11,2
A,4,591,11,2
A,4,592,11,2
A,4,593,11,2
A,4,594,11,2
A,4,595,11,2
A,4,596,11,2
A,4,597,11,2
A,4,598,11,2
A,4,599,11,2
A,4,600,11,2
A,4,601,11,2
A,4,602,11,2
A,4,603,11,2
A,4,604,11,2
A,4,605,11,2
A,4,606,11,2
A,4,607,11,2
A,4,608,11,2
A,4,609,11,2
A,4,610,11,2
A,4,611,11,2
A,4,612,11,2
A,4,613,11,2
A,4,614,11,2
A,4,615,11,2
A,4,616,11,2
A,4,617,11,2
A,4,618,11,2
A,4,619,11,2
A,4,620,11,2
A,4,621,11,2
A,4,622,11,2
A,4,623,11,2
A,4,624,11,2
A,4,625,11,2
A,4,626,11,2
A,4,627,11,2
A,4,628,11,2
A,4,629,11,2
A,4,630,11,2
A,4,631,11,2
A,4,632,11,2
A,4,633,11,2
A,4,634,11,2
A,4,635,11,2
A,4,636,11,2
A,4,637,11,2
A,4,638,11,2
A,4,639,11,2
A,4,640,11,2
A,4,641,11,2
A,4,642,11,2
A,4,643,11,2
A,4,644,11,2
A,4,645,11,2
A,4,646,11,2
A,4,647,11,2
A,4,648,11,2
A,4,649,11,2
A,4,650,11,2
A,4,651,11,2
A,4,652,11,2
A,4,653,11,2
A,4,654,11,2
A,4,655,11,2
A,4,656,11,2
A,4,657,11,2
A,4,658,11,2
A,4,659,11,2
A,4,660,11,2
A,4,661,11,2
A,4,662,15,2
A,4,663,15,2
A,4,664,15,2
A,4,665,15,2
A,4,666,1,2
A,4,667,1,2
A,4,668,1,2
A,4,669,17,2
A,4,670,17,2
A,4,671,17,2
A,4,672,17,2
A,4,673,17,2
A,4,674,17,2
A,4,675,17,2
A,4,676,17,2
A,4,677,17,2
A,4,678,17,2
A,4,679,17,2
A,4,680,17,2
A,4,681,17,2
A,4,682,17,2
A,4,683,17,2
A,4,684,17,2
A,4,685,17,2
A,4,686,17,2
A,4,687,17,2
A,4,688,17,2
A,4,689,17,2
A,4,690,17,2
A,4,691,17,2
A,4,692,17,2
A,4,693,17,2
A,4,694,17,2
A,4,695,17,2
A,4,696,17,2
A,4,697,17,2
A,4,698,17,2
A,4,699,17,2
A,4,700,17,2
A,4,701,23,2
A,4,702,23,2
A,4,703,23,2
A,4,704,23,2
A,4,705,3,2
A,4,706,3,2
A,4,707,3,2
A,4,708,3,2
A,4,709,3,2
A,4,710,3,2
A,4,711,3,2
A,4,712,3,2
A,4,713,3,2
A,4,714,3,2
A,4,715,4,2
A,4,716,4,2
A,4,717,4,2
A,4,718,4,2
A,4,719,4,2
A,4,720,4,2
A,4,721,4,2
A,4,722,4,2
A,4,723,4,2
A,4,724,4,2
A,4,725,4,2
A,4,726,4,2
A,4,727,4,2
A,4,728,9,2
A,4,729,9,2
A,4,730,9,2
A,4,731,9,2
A,4,732,9,2
A,4,733,22,2
A,4,734,22,2
A,4,735,22,2
A,4,736,22,2
A,4,737,22,2
A,4,738,22,2
A,4,739,22,2
A,4,740,22,2
A,4,741,15,2
A,4,742,15,2
A,4,743,15,2
A,4,744,15,2
A,4,745,15,2
A,4,746,15,2
A,4,747,15,2
A,4,748,15,2
A,4,749,15,2
A,4,750,15,2
A,4,751,15,2
A,4,752,15,2
A,4,753,15,2
A,4,754,15,2
A,4,755,15,2
A,4,756,15,2
A,4,757,15,2
A,4,758,15,2
A,4,759,15,2
A,4,760,15,2
A,4,761,1,2
A,4,762,1,2
A,4,763,21,2
A,4,764,21,2
A,4,765,21,2
A,4,766,21,2
A,4,767,21,2
A,4,768,1,2
A,4,769,1,2
A,4,770,1,2
A,4,771,1,2
A,4,772,1,2
A,4,773,1,2
A,4,774,1,2
A,4,775,1,2
A,4,776,1,2
A,4,777,1,2
A,4,778,1,2
A,4,779,1,2
A,4,780,1,2
A,4,781,1,2
A,4,782,1,2
A,4,783,1,2
A,4,784,1,2
A,4,785,1,2
A,4,786,1,2
A,4,787,12,2
A,4,788,12,2
A,4,789,12,2
A,4,790,12,2
A,4,791,12,2
A,4,792,12,2
A,4,793,12,2
A,4,794,12,2
A,4,795,12,2
A,4,796,12,2
A,4,797,12,2
A,4,798,12,2
A,4,799,12,2
A,4,800,12,2
A,4,801,12,2
A,4,802,12,2
A,4,803,12,2
A,4,804,12,2
A,4,805,12,2
A,4,806,12,2
A,4,807,12,2
A,4,808,12,2
A,4,809,12,2
A,4,810,12,2
A,4,811,12,2
A,4,812,12,2
A,4,813,12,2
A,4,814,12,2
A,4,815,12,2
A,4,816,12,2
A,4,817,12,2
A,4,818,12,2
A,4,819,12,2
A,4,820,12,2
A,4,821,12,2
A,4,822,12,2
A,4,823,12,2
A,4,824,12,2
A,4,825,12,2
A,4,826,12,2
A,4,827,12,2
A,4,828,12,2
A,4,829,12,2
A,4,830,12,2
A,4,831,12,2
A,4,832,12,2
A,4,833,12,2
A,4,834,12,2
A,4,835,12,2
A,4,836,12,2
A,4,837,12,2
A,4,838,12,2
A,4,839,12,2
A,4,840,12,2
A,4,841,12,2
A,4,842,12,2
A,4,843,12,2
A,4,844,12,2
A,4,845,12,2
A,4,846,12,2
A,4,847,12,2
A,4,848,12,2
A,4,849,12,2
A,4,850,12,2
A,4,851,12,2
A,4,852,12,2
A,4,853,12,2
A,4,854,12,2
A,4,855,12,2
A,4,856,12,2
A,4,857,12,2
A,4,858,12,2
A,4,859,12,2
A,4,860,12,2
A,4,861,12,2
A,4,862,12,2
A,4,863,12,2
A,4,864,12,2
A,4,865,12,2
A,4,866,12,2
A,4,867,12,2
A,4,868,12,2
A,4,869,12,2
A,4,870,13,2
A,4,871,13,2
A,4,872,13,2
A,4,873,13,2
A,4,874,13,2
A,4,875,13,2
A,4,876,13,2
A,4,877,13,2
A,4,878,13,2
A,4,879,13,2
A,4,880,13,2
A,4,881,13,2
A,4,882,13,2
A,4,883,13,2
A,4,884,13,2
A,4,885,13,2
A,4,886,13,2
A,4,887,13,2
A,4,888,13,2
A,4,889,13,2
A,4,890,13,2
A,4,891,13,2
A,4,892,13,2
A,4,893,13,2
A,4,894,13,2
A,4,895,13,2
A,4,896,13,2
A,4,897,13,2
A,4,898,13,2
A,4,899,13,2
A,4,900,22,2
A,4,901,22,2
A,4,902,22,2
A,4,903,13,2
A,4,904,13,2
A,4,905,13,2
A,4,906,13,2
A,4,907,13,2
A,4,908,13,2
A,4,909,13,2
A,4,910,13,2
A,4,911,13,2
A,4,912,13,2
A,4,913,13,2
A,4,914,13,2
A,4,915,13,2
A,4,916,13,2
A,4,917,13,2
A,4,918,13,2
A,4,919,13,2
A,4,920,13,2
A,4,921,13,2
A,4,922,13,2
A,4,923,13,2
A,4,924,13,2
A,4,925,13,2
A,4,926,13,2
A,4,927,13,2
A,4,928,13,2
A,4,929,13,2
A,4,930,13,2
A,4,931,13,2
A,4,932,13,2
A,4,933,13,2
A,4,934,13,2
A,4,935,13,2
A,4,936,13,2
A,4,937,13,2
A,4,938,13,2
A,4,939,13,2
A,4,940,13,2
A,4,941,5,2
A,4,942,5,2
A,4,943,5,2
A,4,944,5,2
A,4,945,5,2
A,4,946,5,2
A,4,947,5,2
A,4,948,5,2
A,4,949,5,2
A,4,950,5,2
A,4,951,5,2
A,4,952,5,2
A,4,953,5,2
A,4,954,5,2
A,4,955,5,2
A,4,956,5,2
A,4,957,12,2
A,4,958,12,2
A,4,959,12,2
A,4,960,12,2
A,4,961,12,2
A,4,962,12,2
A,4,963,12,2
A,4,964,12,2
A,4,965,12,2
A,4,966,12,2
A,4,967,12,2
A,4,968,12,2
A,4,969,12,2
A,4,970,12,2
A,4,971,12,2
A,4,972,12,2
A,4,973,12,2
A,4,974,12,2
A,4,975,12,2
A,4,976,12,2
A,4,977,5,2
A,4,978,5,2
A,4,979,5,2
A,4,980,5,2
A,4,981,5,2
A,4,982,5,2
A,4,983,5,2
A,4,984,5,2
A,4,985,5,2
A,4,986,5,2
A,4,987,5,2
A,4,988,6,2
A,4,989,6,2
A,4,990,6,2
A,4,991,6,2
A,4,992,6,2
A,4,993,6,2
A,4,994,6,2
A,4,995,6,2
A,4,996,6,2
A,4,997,6,2
A,4,998,9,2
A,4,999,9,2
A,4,1000,9,2
A,4,1001,15,2
A,4,1002,15,2
A,4,1003,13,2
A,4,1004,13,2
A,4,1005,13,2
A,4,1006,13,2
A,4,1007,13,2
A,4,1008,13,2
A,4,1009,13,2
A,4,1010,13,2
A,4,1011,13,2
A,4,1012,13,2
A,4,1013,13,2
A,4,1014,13,2
A,4,1015,13,2
A,4,1016,13,2
A,4,1017,13,2
A,4,1018,13,2
A,4,1019,13,2
A,4,1020,13,2
A,4,1021,13,2
A,4,1022,13,2
A,4,1023,13,2
A,4,1024,13,2
A,4,1025,13,2
A,4,1026,13,2
A,4,1027,25,25
A,4,1028,25,25
A,4,1029,25,25
A,4,1030,25,25
A,4,1031,25,25
A,4,1032,25,25
A,4,1033,25,25
A,4,1034,25,25
A,4,1035,25,25
A,4,1036,25,25
A,4,1037,25,25
A,4,1038,25,25
A,4,1039,25,25
A,4,1040,25,25
A,4,1041,25,25
A,4,1042,25,25
A,4,1043,13,15
A,4,1044,13,15
A,4,1045,13,15
A,4,1046,13,15
A,4,1047,13,15
A,4,1048,13,15
A,4,1049,13,15
A,4,1050,22,15
A,4,1051,22,15
A,4,1052,22,15
A,4,1053,22,15
A,4,1054,22,15
A,4,1055,22,15
A,4,1056,22,14
A,4,1057,22,14
A,4,1058,13,14
A,4,1059,13,14
A,4,1060,13,14
A,4,1061,13,14
A,4,1062,13,14
A,4,1063,13,14
A,4,1064,13,14
A,4,1065,13,14
A,4,1066,13,14
A,4,1067,13,14
A,4,1068,13,14
A,4,1069,13,27
A,4,1070,13,27
A,4,1071,13,27
A,4,1072,13,27
A,4,1073,13,27
A,4,1074,13,27
A,4,1075,13,27
A,4,1076,13,27
A,4,1077,13,27
A,4,1078,13,27
A,4,1079,13,27
A,4,1080,13,2
A,4,1081,13,2
A,4,1082,13,2
A,4,1083,13,2
A,4,1084,13,2
A,4,1085,13,2
A,4,1086,13,2
A,4,1087,13,2
A,4,1088,13,2
A,4,1089,13,2
A,4,1090,13,2
A,4,1091,13,2
A,4,1092,13,2
A,4,1093,13,2
A,4,1094,13,2
A,4,1095,13,2
A,4,1096,13,2
A,4,1097,13,2
A,4,1098,13,2
A,4,1099,13,2
A,4,1100,13,2
A,4,1101,13,2
A,4,1102,13,2
A,4,1103,13,2
A,4,1104,13,2
A,4,1105,13,2
A,4,1106,13,2
A,4,1107,13,2
A,4,1108,13,2
A,4,1109,13,2
A,4,1110,13,2
A,4,1111,13,2
A,4,1112,13,2
A,4,1113,13,2
A,4,1114,13,2
A,4,1115,13,2
A,4,1116,13,2
A,4,1117,13,2
A,4,1118,13,2
A,4,1119,13,2
A,4,1120,13,2
A,4,1121,13,2
A,4,1122,13,2
A,4,1123,13,2
A,4,1124,10,2
A,4,1125,10,2
A,4,1126,10,2
A,4,1127,10,2
A,4,1128,12,2
A,4,1129,12,2
A,4,1130,12,2
A,4,1131,12,2
A,4,1132,12,2
A,4,1133,12,2
A,4,1134,12,2
A,4,1135,12,2
A,4,1136,12,2
A,4,1137,12,2
A,4,1138,12,2
A,4,1139,12,2
A,4,1140,12,2
A,4,1141,12,2
A,4,1142,12,2
A,4,1143,12,2
A,4,1144,12,2
A,4,1145,12,2
A,4,1146,12,2
A,4,1147,12,2
A,4,1148,12,2
A,4,1149,12,2
A,4,1150,12,2
A,4,1151,12,2
A,4,1152,12,2
A,4,1153,12,2
A,4,1154,12,2
A,4,1155,12,2
A,4,1156,12,2
A,4,1157,12,2
A,4,1158,12,2
A,4,1159,12,2
A,4,1160,12,2
A,4,1161,12,2
A,4,1162,12,2
A,4,1163,22,2
A,4,1164,22,2
A,4,1165,22,2
A,4,1166,22,2
A,4,1167,22,2
A,4,1168,22,2
A,4,1169,22,2
A,4,1170,22,2
A,4,1171,22,2
A,4,1172,22,2
A,4,1173,22,2
A,4,1174,22,2
A,4,1175,22,2
A,4,1176,22,2
A,4,1177,22,2
A,4,1178,22,2
A,4,1179,22,2
A,4,1180,22,2
A,4,1181,22,2
A,4,1182,22,2
A,4,1183,22,2
A,4,1184,13,2
A,4,1185,13,2
A,4,1186,13,2
A,4,1187,13,2
A,4,1188,13,2
A,4,1189,13,2
A,4,1190,13,2
A,4,1191,13,2
A,4,1192,13,2
A,4,1193,13,2
A,4,1194,13,2
A,4,1195,13,2
A,4,1196,13,2
A,4,1197,13,2
A,4,1198,13,2
A,4,1199,13,2
A,4,1200,13,2
A,4,1201,13,2
A,4,1202,13,2
A,4,1203,13,2
A,4,1204,13,2
A,4,1205,13,2
A,4,1206,13,2
A,4,1207,13,2
A,4,1208,13,2
A,4,1209,13,2
A,4,1210,13,2
A,4,1211,13,2
A,4,1212,13,2
A,4,1213,13,2
A,4,1214,13,2
A,4,1215,13,2
A,4,1216,13,2
A,4,1217,13,2
A,4,1218,13,2
A,4,1219,13,2
A,4,1220,13,2
A,4,1221,13,2
A,4,1222,13,2
A,4,1223,13,2
A,4,1224,13,2
A,4,1225,13,2
A,4,1226,13,2
A,4,1227,13,2
A,4,1228,13,2
A,4,1229,13,2
A,4,1230,13,2
A,4,1231,13,2
A,4,1232,13,2
A,4,1233,13,2
A,4,1234,13,2
A,4,1235,13,2
A,4,1236,13,2
A,4,1237,13,2
A,4,1238,13,2
A,4,1239,13,2
A,4,1240,13,2
A,4,1241,13,2
A,4,1242,13,2
A,4,1243,13,2
A,4,1244,13,2
A,4,1245,13,2
A,4,1246,13,2
A,4,1247,13,2
A,4,1248,13,2
A,4,1249,13,2
A,4,1250,7,2
A,4,1251,7,2
A,4,1252,7,2
A,4,1253,7,2
A,4,1254,7,2
A,4,1255,7,2
A,4,1256,7,2
A,4,1257,7,2
A,4,1258,7,2
A,4,1259,7,2
A,4,1260,7,2
A,4,1261,7,2
A,4,1262,8,2
A,4,1263,8,2
A,4,1264,8,2
A,4,1265,8,2
A,4,1266,8,2
A,4,1267,8,2
A,4,1268,8,2
A,4,1269,8,2
A,4,1270,8,2
A,4,1271,8,2
A,4,1272,8,2
A,4,1273,8,2
A,4,1274,8,2
A,4,1275,9,2
A,4,1276,9,2
A,4,1277,9,2
A,4,1278,9,2
A,4,1279,9,2
A,4,1280,9,2
A,4,1281,9,2
A,4,1282,9,2
A,4,1283,9,2
A,4,1284,9,2
A,4,1285,12,2
A,4,1286,12,2
A,4,1287,12,2
A,4,1288,12,2
A,4,1289,12,2
A,4,1290,12,2
A,4,1291,12,2
A,4,1292,12,2
A,4,1293,12,2
A,4,1294,22,2
A,4,1295,22,2
A,4,1296,22,2
A,4,1297,12,2
A,4,1298,12,2
A,4,1299,12,2
A,4,1300,12,2
A,4,1301,12,2
A,4,1302,12,2
A,4,1303,12,2
A,4,1304,12,2
A,4,1305,12,2
A,4,1306,12,2
A,4,1307,12,2
A,4,1308,12,2
A,4,1309,12,2
A,4,1310,12,2
A,4,1311,12,2
A,4,1312,12,2
A,4,1313,12,2
A,4,1314,12,2
A,4,1315,12,2
A,4,1316,12,2
A,4,1317,12,2
A,4,1318,12,2
A,4,1319,12,2
A,4,1320,12,2
A,4,1321,12,2
A,4,1322,12,2
A,4,1323,12,2
A,4,1324,12,2
A,4,1325,12,2
A,4,1326,12,2
A,4,1327,12,2
A,4,1328,12,2
A,4,1329,12,2
A,4,1330,12,2
A,4,1331,10,2
A,4,1332,15,2
A,4,1333,15,2
A,4,1334,15,2
A,4,1335,15,2
A,4,1336,13,2
A,4,1337,13,2
A,4,1338,13,2
A,4,1339,13,2
A,4,1340,13,2
A,4,1341,13,2
A,4,1342,13,2
A,4,1343,13,2
A,4,1344,13,2
A,4,1345,13,2
A,4,1346,13,2
A,4,1347,13,2
A,4,1348,13,2
A,4,1349,13,2
A,4,1350,13,2
A,4,1351,13,2
A,4,1352,17,2
A,4,1353,17,2
A,4,1354,17,2
A,4,1355,17,2
A,4,1356,17,2
A,4,1357,17,2
A,4,1358,17,2
A,4,1359,17,2
A,4,1360,17,2
A,4,1361,17,2
A,4,1362,17,2
A,4,1363,17,2
A,4,1364,17,2
A,4,1365,17,2
A,4,1366,17,2
A,4,1367,17,2
A,4,1368,17,2
A,4,1369,17,2
A,4,1370,17,2
A,4,1371,17,2
A,4,1372,17,2
A,4,1373,17,2
A,4,1374,17,2
A,4,1375,17,2
A,4,1376,17,2
A,4,1377,17,2
A,4,1378,17,2
A,4,1379,17,2
A,4,1380,17,2
A,4,1381,17,2
A,4,1382,17,2
A,4,1383,17,2
A,4,1384,13,2
A,4,1385,13,2
A,4,1386,13,2
A,4,1387,13,2
A,4,1388,13,2
A,4,1389,13,2
A,4,1390,13,2
A,4,1391,13,2
A,4,1392,13,2
A,4,1393,13,2
A,4,1394,13,2
A,4,1395,13,2
A,4,1396,13,2
A,4,1397,13,2
A,4,1398,13,2
A,4,1399,13,2
A,4,1400,13,2
A,4,1401,13,2
A,4,1402,13,2
A,4,1403,13,2
A,4,1404,13,2
A,4,1405,13,2
A,4,1406,13,2
A,4,1407,13,2
A,4,1408,13,2
A,4,1409,13,2
A,4,1410,13,2
A,4,1411,13,2
A,4,1412,13,2
A,4,1413,13,2
A,4,1414,13,2
A,4,1415,13,2
A,4,1416,13,2
A,4,1417,13,2
A,4,1418,13,2
A,4,1419,13,2
A,4,1420,13,2
A,4,1421,13,2
A,4,1422,13,2
A,4,1423,13,2
A,4,1424,13,2
A,4,1425,13,2
A,4,1426,13,2
A,4,1427,22,2
A,4,1428,22,2
A,4,1429,22,2
A,4,1430,22,2
A,4,1431,22,2
A,4,1432,22,2
A,4,1433,22,2
A,4,1434,22,2
A,4,1435,22,2
A,4,1436,22,2
A,4,1437,22,2
A,4,1438,22,2
A,4,1439,22,2
A,5,0,22,2
A,5,1,22,2
A,5,2,22,2
A,5,3,22,2
A,5,4,22,2
A,5,5,22,2
A,5,6,22,2
A,5,7,22,2
A,5,8,22,2
A,5,9,22,2
A,5,10,22,2
A,5,11,12,2
A,5,12,12,2
A,5,13,12,2
A,5,14,12,2
A,5,15,12,2
A,5,16,12,2
A,5,17,12,2
A,5,18,12,2
A,5,19,12,2
A,5,20,12,2
A,5,21,12,2
A,5,22,12,2
A,5,23,12,2
A,5,24,12,2
A,5,25,12,2
A,5,26,12,2
A,5,27,12,2
A,5,28,12,2
A,5,29,12,2
A,5,30,12,2
A,5,31,12,2
A,5,32,12,2
A,5,33,12,2
A,5,34,12,2
A,5,35,12,2
A,5,36,12,2
A,5,37,12,2
A,5,38,12,2
A,5,39,12,2
A,5,40,12,2
A,5,41,12,2
A,5,42,12,2
A,5,43,12,2
A,5,44,12,2
A,5,45,12,2
A,5,46,12,2
A,5,47,12,2
A,5,48,12,2
A,5,49,12,2
A,5,50,12,2
A,5,51,12,2
A,5,52,12,2
A,5,53,12,2
A,5,54,12,2
A,5,55,12,2
A,5,56,12,2
A,5,57,12,2
A,5,58,12,2
A,5,59,12,2
A,5,60,12,2
A,5,61,12,2
A,5,62,12,2
A,5,63,12,2
A,5,64,12,2
A,5,65,12,2
A,5,66,12,2
A,5,67,12,2
A,5,68,12,2
A,5,69,12,2
A,5,70,12,2
A,5,71,12,2
A,5,72,12,2
A,5,73,12,2
A,5,74,12,2
A,5,75,12,2
A,5,76,12,2
A,5,77,12,2
A,5,78,12,2
A,5,79,12,2
A,5,80,12,2
A,5,81,17,2
A,5,82,17,2
A,5,83,17,2
A,5,84,17,2
A,5,85,17,2
A,5,86,17,2
A,5,87,17,2
A,5,88,17,2
A,5,89,17,2
A,5,90,17,2
A,5,91,17,2
A,5,92,17,2
A,5,93,17,2
A,5,94,17,2
A,5,95,17,2
A,5,96,17,2
A,5,97,17,2
A,5,98,17,2
A,5,99,17,2
A,5,100,17,2
A,5,101,17,2
A,5,102,17,2
A,5,103,17,2
A,5,104,17,2
A,5,105,21,2
A,5,106,21,2
A,5,107,21,2
A,5,108,21,2
A,5,109,11,2
A,5,110,11,2
A,5,111,11,2
A,5,112,11,2
A,5,113,11,2
A,5,114,11,2
A,5,115,11,2
A,5,116,11,2
A,5,117,11,2
A,5,118,11,2
A,5,119,11,2
A,5,120,11,2
A,5,121,11,2
A,5,122,11,2
A,5,123,11,2
A,5,124,11,2
A,5,125,11,2
A,5,126,11,2
A,5,127,11,2
A,5,128,11,2
A,5,129,11,2
A,5,130,11,2
A,5,131,11,2
A,5,132,11,2
A,5,133,11,2
A,5,134,11,2
A,5,135,11,2
A,5,136,11,2
A,5,137,11,2
A,5,138,11,2
A,5,139,11,2
A,5,140,11,2
A,5,141,11,2
A,5,142,11,2
A,5,143,11,2
A,5,144,11,2
A,5,145,11,2
A,5,146,11,2
A,5,147,11,2
A,5,148,11,2
A,5,149,11,2
A,5,150,11,2
A,5,151,11,2
A,5,152,11,2
A,5,153,11,2
A,5,154,11,2
A,5,155,11,2
A,5,156,11,2
A,5,157,11,2
A,5,158,11,2
A,5,159,11,2
A,5,160,11,2
A,5,161,11,2
A,5,162,11,2
A,5,163,11,2
A,5,164,11,2
A,5,165,11,2
A,5,166,11,2
A,5,167,11,2
A,5,168,11,2
A,5,169,11,2
A,5,170,11,2
A,5,171,11,2
A,5,172,11,2
A,5,173,11,2
A,5,174,11,2
A,5,175,11,2
A,5,176,11,2
A,5,177,11,2
A,5,178,11,2
A,5,179,11,2
A,5,180,11,2
A,5,181,11,2
A,5,182,11,2
A,5,183,11,2
A,5,184,11,2
