House,Day,Minute,Occupant-1 Activity,Occupant-2 Activity,Control Cost ($)
B,4,1425,11,11,0.0005654024587341
B,4,1426,11,11,0.0005654024587341
B,4,1427,11,11,0.0005654024587341
B,4,1428,11,11,0.0005654024587341
B,4,1429,11,11,0.0005654024587341
B,4,1430,11,11,0.0005654024587341
B,4,1431,11,11,0.0005654024587341
B,4,1432,11,11,0.0005654024587341
B,4,1433,11,11,0.0005654024587341
B,4,1434,11,11,0.0005654024587341
B,4,1435,11,11,0.0005654024587341
B,4,1436,11,11,0.0005654024587341
B,4,1437,11,11,0.0005654024587341
B,4,1438,11,11,0.0005654024587341
B,4,1439,11,11,0.0005654024587341
B,5,0,11,11,0.0005654024587341
B,5,1,11,11,0.0005654024587341
B,5,2,11,11,0.0005654024587341
B,5,3,11,11,0.0005654024587341
B,5,4,11,11,0.0005654024587341
B,5,5,11,11,0.0005654024587341
B,5,6,11,11,0.0005654024587341
B,5,7,11,11,0.0005654024587341
B,5,8,11,11,0.0005654024587341
B,5,9,11,11,0.0005654024587341
B,5,10,11,11,0.0005654024587341
B,5,11,11,11,0.0005654024587341
B,5,12,11,11,0.0005654024587341
B,5,13,11,11,0.0005654024587341
B,5,14,11,11,0.0005654024587341
B,5,15,11,11,0.0005654024587341
B,5,16,11,11,0.0005654024587341
B,5,17,11,11,0.0005654024587341
B,5,18,11,11,0.0005654024587341
B,5,19,11,11,0.0005654024587341
B,5,20,11,11,0.0005654024587341
B,5,21,11,11,0.0005654024587341
B,5,22,11,11,0.0005654024587341
B,5,23,11,11,0.0005654024587341
B,5,24,11,11,0.0005654024587341
B,5,25,11,11,0.0005654024587341
B,5,26,11,11,0.0005654024587341
B,5,27,11,11,0.0005654024587341
B,5,28,11,11,0.0005654024587341
B,5,29,11,11,0.0005654024587341
B,5,30,11,11,0.0005654024587341
B,5,31,11,11,0.0005654024587341
B,5,32,11,11,0.0005654024587341
B,5,33,11,11,0.0005654024587341
B,5,34,11,11,0.0005654024587341
B,5,35,11,11,0.0005654024587341
B,5,36,11,11,0.0005654024587341
B,5,37,11,11,0.0005654024587341
B,5,38,11,11,0.0005654024587341
B,5,39,11,11,0.0005654024587341
B,5,40,11,11,0.0005654024587341
B,5,41,11,11,0.0005654024587341
B,5,42,11,11,0.0005654024587341
B,5,43,11,11,0.0005654024587341
B,5,44,11,11,0.0005654024587341
B,5,45,11,11,0.0005654024587341
B,5,46,11,11,0.0005654024587341
B,5,47,11,11,0.0005654024587341
B,5,48,11,11,0.0005654024587341
B,5,49,11,11,0.0005654024587341
B,5,50,11,11,0.0005654024587341
B,5,51,11,11,0.0005654024587341
B,5,52,11,11,0.0005654024587341
B,5,53,11,11,0.0005654024587341
B,5,54,11,11,0.0005654024587341
B,5,55,11,11,0.0005654024587341
B,5,56,11,11,0.0005654024587341
B,5,57,11,11,0.0005654024587341
B,5,58,11,11,0.0005654024587341
B,5,59,11,11,0.0005654024587341
B,5,60,11,11,0.0005654024587341
B,5,61,11,11,0.0005654024587341
B,5,62,11,11,0.0005654024587341
B,5,63,11,11,0.0005654024587341
B,5,64,11,11,0.0005654024587341
B,5,65,11,11,0.0005654024587341
B,5,66,11,11,0.0005654024587341
B,5,67,11,11,0.0005654024587341
B,5,68,11,11,0.0005654024587341
B,5,69,11,11,0.0005654024587341
B,5,70,11,11,0.0005654024587341
B,5,71,11,11,0.0005654024587341
B,5,72,11,11,0.0005654024587341
B,5,73,11,11,0.0005654024587341
B,5,74,11,11,0.0005654024587341
B,5,75,11,11,0.0005654024587341
B,5,76,11,11,0.0005654024587341
B,5,77,11,11,0.0005654024587341
B,5,78,11,11,0.0005654024587341
B,5,79,11,11,0.0005654024587341
B,5,80,11,11,0.0005654024587341
B,5,81,11,11,0.0005654024587341
B,5,82,11,11,0.0005654024587341
B,5,83,11,11,0.0005654024587341
B,5,84,11,11,0.0005654024587341
B,5,85,11,11,0.0005654024587341
B,5,86,11,11,0.0005654024587341
B,5,87,11,11,0.0005654024587341
B,5,88,11,11,0.0005654024587341
B,5,89,11,11,0.0005654024587341
B,5,90,11,11,0.0005654024587341
B,5,91,11,11,0.0005654024587341
B,5,92,11,11,0.0005654024587341
B,5,93,11,11,0.0005654024587341
B,5,94,11,11,0.0005654024587341
B,5,95,11,11,0.0005654024587341
B,5,96,11,11,0.0005654024587341
B,5,97,11,11,0.0005654024587341
B,5,98,11,11,0.0005654024587341
B,5,99,11,11,0.0005654024587341
B,5,100,11,11,0.0005654024587341
B,5,101,11,11,0.0005654024587341
B,5,102,11,11,0.0005654024587341
B,5,103,11,11,0.0005654024587341
B,5,104,11,11,0.0005654024587341
B,5,105,11,11,0.0005654024587341
B,5,106,11,11,0.0005654024587341
B,5,107,11,11,0.0005654024587341
B,5,108,11,11,0.0005654024587341
B,5,109,11,11,0.0005654024587341
B,5,110,11,11,0.0005654024587341
B,5,111,11,11,0.0005654024587341
B,5,112,11,11,0.0005654024587341
B,5,113,11,11,0.0005654024587341
B,5,114,11,11,0.0005654024587341
B,5,115,11,11,0.0005654024587341
B,5,116,11,11,0.0005654024587341
B,5,117,11,11,0.0005654024587341
B,5,118,11,11,0.0005654024587341
B,5,119,11,11,0.0005654024587341
B,5,120,11,11,0.0005654024587341
B,5,121,11,11,0.0005654024587341
B,5,122,11,11,0.0005654024587341
B,5,123,11,11,0.0005654024587341
B,5,124,11,11,0.0005654024587341
B,5,125,11,11,0.0005654024587341
B,5,126,11,11,0.0005654024587341
B,5,127,11,11,0.0005654024587341
B,5,128,11,11,0.0005654024587341
B,5,129,11,11,0.0005654024587341
B,5,130,11,11,0.0005654024587341
B,5,131,11,11,0.0005654024587341
B,5,132,11,11,0.0005654024587341
B,5,133,11,11,0.0005654024587341
B,5,134,11,11,0.0005654024587341
B,5,135,11,11,0.0005654024587341
B,5,136,11,11,0.0005654024587341
B,5,137,11,11,0.0005654024587341
B,5,138,11,11,0.0005654024587341
B,5,139,11,11,0.0005654024587341
B,5,140,11,11,0.0005654024587341
B,5,141,11,11,0.0005654024587341
B,5,142,11,11,0.0005654024587341
B,5,143,11,11,0.0005654024587341
B,5,144,11,11,0.0005654024587341
B,5,145,11,11,0.0005654024587341
B,5,146,11,11,0.0005654024587341
B,5,147,11,11,0.0005654024587341
B,5,148,11,11,0.0005654024587341
B,5,149,11,11,0.0005654024587341
B,5,150,11,11,0.0005654024587341
B,5,151,11,11,0.0005654024587341
B,5,152,11,11,0.0005654024587341
B,5,153,11,11,0.0005654024587341
B,5,154,11,11,0.0005654024587341
B,5,155,11,11,0.0005654024587341
B,5,156,11,11,0.0005654024587341
B,5,157,11,11,0.0005654024587341
B,5,158,11,11,0.0005654024587341
B,5,159,11,11,0.0005654024587341
B,5,160,11,11,0.0005654024587341
B,5,161,11,11,0.0005654024587341
B,5,162,11,11,0.0005654024587341
B,5,163,11,11,0.0005654024587341
B,5,164,11,11,0.0005654024587341
B,5,165,11,11,0.0005654024587341
B,5,166,11,11,0.0005654024587341
B,5,167,11,11,0.0005654024587341
B,5,168,11,11,0.0005654024587341
B,5,169,11,11,0.0005654024587341
B,5,170,11,11,0.0005654024587341
B,5,171,11,11,0.0005654024587341
B,5,172,11,11,0.0005654024587341
B,5,173,11,11,0.0005654024587341
B,5,174,11,11,0.0005654024587341
B,5,175,11,11,0.0005654024587341
B,5,176,11,11,0.0005654024587341
B,5,177,11,11,0.0005654024587341
B,5,178,11,11,0.0005654024587341
B,5,179,11,11,0.0005654024587341
B,5,180,11,11,0.0005654024587341
B,5,181,11,11,0.0005654024587341
B,5,182,11,11,0.0005654024587341
B,5,183,11,11,0.0005654024587341
B,5,184,11,11,0.0005654024587341
B,5,185,11,11,0.0005654024587341
B,5,186,11,11,0.0005654024587341
B,5,187,11,11,0.0005654024587341
B,5,188,11,11,0.0005654024587341
B,5,189,11,11,0.0005654024587341
B,5,190,11,11,0.0005654024587341
B,5,191,11,11,0.0005654024587341
B,5,192,11,11,0.0005654024587341
B,5,193,11,11,0.0005654024587341
B,5,194,11,11,0.0005654024587341
B,5,195,11,11,0.0005654024587341
B,5,196,11,11,0.0005654024587341
B,5,197,11,11,0.0005654024587341
B,5,198,11,11,0.0005654024587341
B,5,199,11,11,0.0005654024587341
B,5,200,11,11,0.0005654024587341
B,5,201,11,11,0.0005654024587341
B,5,202,11,11,0.0005654024587341
B,5,203,11,11,0.0005654024587341
B,5,204,11,11,0.0005654024587341
B,5,205,11,11,0.0005654024587341
B,5,206,11,11,0.0005654024587341
B,5,207,11,11,0.0005654024587341
B,5,208,11,11,0.0005654024587341
B,5,209,11,11,0.0005654024587341
B,5,210,11,11,0.0005654024587341
B,5,211,11,11,0.0005654024587341
B,5,212,11,11,0.0005654024587341
B,5,213,11,11,0.0005654024587341
B,5,214,11,11,0.0005654024587341
B,5,215,11,11,0.0005654024587341
B,5,216,11,11,0.0005654024587341
B,5,217,11,11,0.0005654024587341
B,5,218,11,11,0.0005654024587341
B,5,219,11,11,0.0005654024587341
B,5,220,11,11,0.0005654024587341
B,5,221,11,11,0.0005654024587341
B,5,222,11,11,0.0005654024587341
B,5,223,11,11,0.0005654024587341
B,5,224,11,11,0.0005654024587341
B,5,225,11,11,0.0005654024587341
B,5,226,11,11,0.0005654024587341
B,5,227,11,11,0.0005654024587341
B,5,228,11,11,0.0005654024587341
B,5,229,11,11,0.0005654024587341
B,5,230,11,11,0.0005654024587341
B,5,231,11,11,0.0005654024587341
B,5,232,11,11,0.0005654024587341
B,5,233,11,11,0.0005654024587341
B,5,234,11,11,0.0005654024587341
B,5,235,11,11,0.0005654024587341
B,5,236,11,11,0.0005654024587341
B,5,237,11,11,0.0005654024587341
B,5,238,11,11,0.0005654024587341
B,5,239,11,11,0.0005654024587341
B,5,240,11,11,0.0005654024587341
B,5,241,11,11,0.0005654024587341
B,5,242,11,11,0.0005654024587341
B,5,243,11,11,0.0005654024587341
B,5,244,11,11,0.0005654024587341
B,5,245,11,11,0.0005654024587341
B,5,246,11,11,0.0005654024587341
B,5,247,11,11,0.0005654024587341
B,5,248,11,11,0.0005654024587341
B,5,249,11,11,0.0005654024587341
B,5,250,11,11,0.0005654024587341
B,5,251,11,11,0.0005654024587341
B,5,252,11,11,0.0005654024587341
B,5,253,11,11,0.0005654024587341
B,5,254,11,11,0.0005654024587341
B,5,255,11,11,0.0005654024587341
B,5,256,11,11,0.0005654024587341
B,5,257,11,11,0.0005654024587341
B,5,258,11,11,0.0005654024587341
B,5,259,11,11,0.0005654024587341
B,5,260,11,11,0.0005654024587341
B,5,261,11,11,0.0005654024587341
B,5,262,11,11,0.0005654024587341
B,5,263,11,11,0.0005654024587341
B,5,264,11,11,0.0005654024587341
B,5,265,11,11,0.0005654024587341
B,5,266,11,11,0.0005654024587341
B,5,267,11,11,0.0005654024587341
B,5,268,11,11,0.0005654024587341
B,5,269,11,11,0.0005654024587341
B,5,270,11,11,0.0005654024587341
B,5,271,11,11,0.0005654024587341
B,5,272,11,11,0.0005654024587341
B,5,273,11,11,0.0005654024587341
B,5,274,11,11,0.0005654024587341
B,5,275,11,11,0.0005654024587341
B,5,276,11,11,0.0005654024587341
B,5,277,11,11,0.0005654024587341
B,5,278,11,11,0.0005654024587341
B,5,279,11,11,0.0005654024587341
B,5,280,11,11,0.0005654024587341
B,5,281,11,11,0.0005654024587341
B,5,282,11,11,0.0005654024587341
B,5,283,11,11,0.0005654024587341
B,5,284,11,11,0.0005654024587341
B,5,285,11,11,0.0005654024587341
B,5,286,11,11,0.0005654024587341
B,5,287,11,11,0.0005654024587341
B,5,288,11,11,0.0005654024587341
B,5,289,11,11,0.0005654024587341
B,5,290,11,11,0.0005654024587341
B,5,291,11,11,0.0005654024587341
B,5,292,11,11,0.0005654024587341
B,5,293,11,11,0.0005654024587341
B,5,294,11,11,0.0005654024587341
B,5,295,11,11,0.0005654024587341
B,5,296,11,11,0.0005654024587341
B,5,297,11,11,0.0005654024587341
B,5,298,11,11,0.0005654024587341
B,5,299,11,11,0.0005654024587341
B,5,300,11,11,0.0005654024587341
B,5,301,11,11,0.0005654024587341
B,5,302,11,11,0.0005654024587341
B,5,303,11,11,0.0005654024587341
B,5,304,11,11,0.0005654024587341
B,5,305,11,11,0.0005654024587341
B,5,306,11,11,0.0005654024587341
B,5,307,11,11,0.0005654024587341
B,5,308,11,11,0.0005654024587341
B,5,309,11,11,0.0005654024587341
B,5,310,11,11,0.0005654024587341
B,5,311,11,11,0.0005654024587341
B,5,312,11,11,0.0005654024587341
B,5,313,11,11,0.0005654024587341
B,5,314,11,11,0.0005654024587341
B,5,315,11,11,0.0005654024587341
B,5,316,11,11,0.0005654024587341
B,5,317,11,11,0.0005654024587341
B,5,318,11,11,0.0005654024587341
B,5,319,11,11,0.0005654024587341
B,5,320,11,11,0.0005654024587341
B,5,321,11,11,0.0005654024587341
B,5,322,11,11,0.0005654024587341
B,5,323,11,11,0.0005654024587341
B,5,324,11,11,0.0005654024587341
B,5,325,11,11,0.0005654024587341
B,5,326,11,11,0.0005654024587341
B,5,327,11,11,0.0005654024587341
B,5,328,11,11,0.0005654024587341
B,5,329,11,11,0.0005654024587341
B,5,330,11,11,0.0005654024587341
B,5,331,11,11,0.0005654024587341
B,5,332,11,11,0.0005654024587341
B,5,333,11,11,0.0005654024587341
B,5,334,11,11,0.0005654024587341
B,5,335,11,11,0.0005654024587341
B,5,336,11,11,0.0005654024587341
B,5,337,11,11,0.0005654024587341
B,5,338,11,11,0.0005654024587341
B,5,339,11,11,0.0005654024587341
B,5,340,11,11,0.0005654024587341
B,5,341,11,11,0.0005654024587341
B,5,342,11,11,0.0005654024587341
B,5,343,11,11,0.0005654024587341
B,5,344,11,11,0.0005654024587341
B,5,345,11,11,0.0005654024587341
B,5,346,11,11,0.0005654024587341
B,5,347,11,11,0.0005654024587341
B,5,348,11,11,0.0005654024587341
B,5,349,11,11,0.0005654024587341
B,5,350,11,11,0.0005654024587341
B,5,351,11,11,0.0005654024587341
B,5,352,11,11,0.0005654024587341
B,5,353,11,11,0.0005654024587341
B,5,354,11,11,0.0005654024587341
B,5,355,11,11,0.0005654024587341
B,5,356,11,11,0.0005654024587341
B,5,357,11,11,0.0005654024587341
B,5,358,11,11,0.0005654024587341
B,5,359,11,11,0.0005654024587341
B,5,360,11,11,0.0005654024587341
B,5,361,11,11,0.0005654024587341
B,5,362,11,11,0.0005654024587341
B,5,363,11,11,0.0005654024587341
B,5,364,11,11,0.0005654024587341
B,5,365,11,11,0.0005654024587341
B,5,366,11,11,0.0005654024587341
B,5,367,11,11,0.0005654024587341
B,5,368,11,11,0.0005654024587341
B,5,369,11,11,0.0005654024587341
B,5,370,11,11,0.0005654024587341
B,5,371,11,11,0.0005654024587341
B,5,372,11,11,0.0005654024587341
B,5,373,11,11,0.0005654024587341
B,5,374,11,11,0.0005654024587341
B,5,375,11,11,0.0005654024587341
B,5,376,11,11,0.0005654024587341
B,5,377,11,11,0.0005654024587341
B,5,378,11,11,0.0005654024587341
B,5,379,11,11,0.0005654024587341
B,5,380,11,11,0.0005654024587341
B,5,381,11,11,0.0005654024587341
B,5,382,11,11,0.0005654024587341
B,5,383,11,11,0.0005654024587341
B,5,384,11,11,0.0005654024587341
B,5,385,11,11,0.0005654024587341
B,5,386,11,11,0.0005654024587341
B,5,387,11,11,0.0005654024587341
B,5,388,11,11,0.0005654024587341
B,5,389,11,11,0.0005654024587341
B,5,390,11,11,0.0005654024587341
B,5,391,11,11,0.0005654024587341
B,5,392,11,11,0.0005654024587341
B,5,393,11,11,0.0005654024587341
B,5,394,11,11,0.0005654024587341
B,5,395,11,11,0.0005654024587341
B,5,396,11,11,0.0005654024587341
B,5,397,11,11,0.0005654024587341
B,5,398,11,11,0.0005654024587341
B,5,399,11,11,0.0005654024587341
B,5,400,11,11,0.0005654024587341
B,5,401,11,11,0.0005654024587341
B,5,402,11,11,0.0005654024587341
B,5,403,11,11,0.0005654024587341
B,5,404,11,11,0.0005654024587341
B,5,405,11,11,0.0005654024587341
B,5,406,11,11,0.0005654024587341
B,5,407,11,1,0.00028270122936705
B,5,408,11,17,0.0010836748896421251
B,5,409,11,17,0.0010836748896421251
B,5,410,11,17,0.0010836748896421251
B,5,411,11,17,0.0010836748896421251
B,5,412,11,17,0.0010836748896421251
B,5,413,11,17,0.0010836748896421251
B,5,414,11,17,0.0010836748896421251
B,5,415,11,17,0.0010836748896421251
B,5,416,11,17,0.0010836748896421251
B,5,417,11,17,0.0010836748896421251
B,5,418,11,17,0.0010836748896421251
B,5,419,11,17,0.0010836748896421251
B,5,420,11,17,0.0010836748896421251
B,5,421,11,17,0.0010836748896421251
B,5,422,11,17,0.0010836748896421251
B,5,423,11,17,0.0010836748896421251
B,5,424,11,17,0.0010836748896421251
B,5,425,11,17,0.0010836748896421251
B,5,426,11,17,0.0010836748896421251
B,5,427,11,17,0.0010836748896421251
B,5,428,11,17,0.0010836748896421251
B,5,429,11,17,0.0010836748896421251
B,5,430,11,17,0.0010836748896421251
B,5,431,11,17,0.0010836748896421251
B,5,432,11,17,0.0010836748896421251
B,5,433,11,17,0.0010836748896421251
B,5,434,11,17,0.0010836748896421251
B,5,435,11,17,0.0010836748896421251
B,5,436,11,17,0.0010836748896421251
B,5,437,11,17,0.0010836748896421251
B,5,438,11,17,0.0010836748896421251
B,5,439,11,17,0.0010836748896421251
B,5,440,11,17,0.0010836748896421251
B,5,441,11,17,0.0010836748896421251
B,5,442,11,17,0.0010836748896421251
B,5,443,11,17,0.0010836748896421251
B,5,444,11,17,0.0010836748896421251
B,5,445,11,17,0.0010836748896421251
B,5,446,11,17,0.0010836748896421251
B,5,447,11,17,0.0010836748896421251
B,5,448,11,17,0.0010836748896421251
B,5,449,11,17,0.0010836748896421251
B,5,450,11,17,0.0010836748896421251
B,5,451,11,17,0.0010836748896421251
B,5,452,11,17,0.0010836748896421251
B,5,453,11,17,0.0010836748896421251
B,5,454,11,17,0.0010836748896421251
B,5,455,11,17,0.0010836748896421251
B,5,456,11,17,0.0010836748896421251
B,5,457,11,17,0.0010836748896421251
B,5,458,11,17,0.0010836748896421251
B,5,459,11,17,0.0010836748896421251
B,5,460,11,17,0.0010836748896421251
B,5,461,11,17,0.0010836748896421251
B,5,462,11,17,0.0010836748896421251
B,5,463,11,17,0.0010836748896421251
B,5,464,11,17,0.0010836748896421251
B,5,465,11,17,0.0010836748896421251
B,5,466,11,17,0.0010836748896421251
B,5,467,11,17,0.0010836748896421251
B,5,468,11,17,0.0010836748896421251
B,5,469,11,17,0.0010836748896421251
B,5,470,11,17,0.0010836748896421251
B,5,471,11,17,0.0010836748896421251
B,5,472,11,17,0.0010836748896421251
B,5,473,11,17,0.0010836748896421251
B,5,474,11,17,0.0010836748896421251
B,5,475,11,17,0.0010836748896421251
B,5,476,11,17,0.0010836748896421251
B,5,477,11,17,0.0010836748896421251
B,5,478,11,17,0.0010836748896421251
B,5,479,11,17,0.0010836748896421251
B,5,480,11,17,0.0010836748896421251
B,5,481,11,17,0.0010836748896421251
B,5,482,11,17,0.0010836748896421251
B,5,483,11,17,0.0010836748896421251
B,5,484,11,17,0.0010836748896421251
B,5,485,11,17,0.0010836748896421251
B,5,486,11,17,0.0010836748896421251
B,5,487,11,17,0.0010836748896421251
B,5,488,11,17,0.0010836748896421251
B,5,489,11,17,0.0010836748896421251
B,5,490,11,16,0.0005654024587341
B,5,491,11,16,0.0005654024587341
B,5,492,11,16,0.0005654024587341
B,5,493,11,16,0.0005654024587341
B,5,494,11,16,0.0005654024587341
B,5,495,11,16,0.0005654024587341
B,5,496,11,16,0.0005654024587341
B,5,497,11,16,0.0005654024587341
B,5,498,11,16,0.0005654024587341
B,5,499,11,16,0.0005654024587341
B,5,500,11,16,0.0005654024587341
B,5,501,11,16,0.0005654024587341
B,5,502,11,16,0.0005654024587341
B,5,503,11,16,0.0005654024587341
B,5,504,11,16,0.0005654024587341
B,5,505,11,16,0.0005654024587341
B,5,506,11,16,0.0005654024587341
B,5,507,11,16,0.0005654024587341
B,5,508,11,16,0.0005654024587341
B,5,509,11,16,0.0005654024587341
B,5,510,11,16,0.0005654024587341
B,5,511,11,16,0.0005654024587341
B,5,512,11,16,0.0005654024587341
B,5,513,11,16,0.0005654024587341
B,5,514,11,16,0.0005654024587341
B,5,515,15,16,0.0013837481226913503
B,5,516,15,16,0.0013837481226913503
B,5,517,14,16,0.0036857339964921753
B,5,518,14,16,0.0036857339964921753
B,5,519,14,16,0.0036857339964921753
B,5,520,14,16,0.0036857339964921753
B,5,521,14,16,0.0036857339964921753
B,5,522,14,16,0.0036857339964921753
B,5,523,14,16,0.0036857339964921753
B,5,524,14,16,0.0036857339964921753
B,5,525,14,16,0.0036857339964921753
B,5,526,14,16,0.0036857339964921753
B,5,527,27,16,0.0009373777605328502
B,5,528,27,16,0.0009373777605328502
B,5,529,27,16,0.0009373777605328502
B,5,530,27,16,0.0009373777605328502
B,5,531,27,16,0.0009373777605328502
B,5,532,1,16,0.00028270122936705
B,5,533,1,16,0.00028270122936705
B,5,534,1,16,0.00028270122936705
B,5,535,1,16,0.00028270122936705
B,5,536,1,16,0.00028270122936705
B,5,537,1,15,0.0011010468933243004
B,5,538,1,15,0.0011010468933243004
B,5,539,1,27,0.0006546765311658001
B,5,540,1,27,0.0006546765311658001
B,5,541,1,27,0.0006546765311658001
B,5,542,1,1,0.0
B,5,543,1,1,0.0
B,5,544,1,1,0.0
B,5,545,1,1,0.0
B,5,546,1,1,0.0
B,5,547,1,1,0.0
B,5,548,1,1,0.0
B,5,549,1,1,0.0
B,5,550,2,2,0.0
B,5,551,2,2,0.0
B,5,552,2,2,0.0
B,5,553,2,2,0.0
B,5,554,2,2,0.0
B,5,555,2,2,0.0
B,5,556,2,2,0.0
B,5,557,2,2,0.0
B,5,558,2,2,0.0
B,5,559,2,2,0.0
B,5,560,2,2,0.0
B,5,561,2,2,0.0
B,5,562,2,2,0.0
B,5,563,2,2,0.0
B,5,564,2,2,0.0
B,5,565,2,2,0.0
B,5,566,2,2,0.0
B,5,567,2,2,0.0
B,5,568,2,2,0.0
B,5,569,2,2,0.0
B,5,570,2,2,0.0
B,5,571,2,2,0.0
B,5,572,2,2,0.0
B,5,573,2,2,0.0
B,5,574,2,2,0.0
B,5,575,2,2,0.0
B,5,576,2,2,0.0
B,5,577,2,2,0.0
B,5,578,2,2,0.0
B,5,579,2,2,0.0
B,5,580,2,2,0.0
B,5,581,2,2,0.0
B,5,582,2,2,0.0
B,5,583,2,2,0.0
B,5,584,2,2,0.0
B,5,585,2,2,0.0
B,5,586,2,2,0.0
B,5,587,2,2,0.0
B,5,588,2,2,0.0
B,5,589,2,2,0.0
B,5,590,2,2,0.0
B,5,591,2,2,0.0
B,5,592,2,2,0.0
B,5,593,2,2,0.0
B,5,594,2,2,0.0
B,5,595,2,2,0.0
B,5,596,2,2,0.0
B,5,597,2,2,0.0
B,5,598,2,2,0.0
B,5,599,2,2,0.0
B,5,600,2,2,0.0
B,5,601,2,2,0.0
B,5,602,2,2,0.0
B,5,603,2,2,0.0
B,5,604,2,2,0.0
B,5,605,2,2,0.0
B,5,606,2,2,0.0
B,5,607,2,2,0.0
B,5,608,2,2,0.0
B,5,609,2,2,0.0
B,5,610,2,2,0.0
B,5,611,2,2,0.0
B,5,612,2,2,0.0
B,5,613,2,2,0.0
B,5,614,2,2,0.0
B,5,615,2,2,0.0
B,5,616,2,2,0.0
B,5,617,2,2,0.0
B,5,618,2,2,0.0
B,5,619,2,2,0.0
B,5,620,2,2,0.0
B,5,621,2,2,0.0
B,5,622,2,2,0.0
B,5,623,2,2,0.0
B,5,624,2,2,0.0
B,5,625,2,2,0.0
B,5,626,2,2,0.0
B,5,627,2,2,0.0
B,5,628,2,2,0.0
B,5,629,2,2,0.0
B,5,630,2,2,0.0
B,5,631,2,2,0.0
B,5,632,2,2,0.0
B,5,633,2,2,0.0
B,5,634,2,2,0.0
B,5,635,2,2,0.0
B,5,636,2,2,0.0
B,5,637,2,2,0.0
B,5,638,2,2,0.0
B,5,639,2,2,0.0
B,5,640,2,2,0.0
B,5,641,2,2,0.0
B,5,642,2,2,0.0
B,5,643,2,2,0.0
B,5,644,2,2,0.0
B,5,645,2,2,0.0
B,5,646,2,2,0.0
B,5,647,2,2,0.0
B,5,648,2,2,0.0
B,5,649,2,2,0.0
B,5,650,2,2,0.0
B,5,651,2,2,0.0
B,5,652,2,2,0.0
B,5,653,2,2,0.0
B,5,654,2,2,0.0
B,5,655,2,2,0.0
B,5,656,2,2,0.0
B,5,657,2,2,0.0
B,5,658,2,2,0.0
B,5,659,2,2,0.0
B,5,660,2,2,0.0
B,5,661,2,2,0.0
B,5,662,2,2,0.0
B,5,663,2,2,0.0
B,5,664,2,2,0.0
B,5,665,2,2,0.0
B,5,666,2,2,0.0
B,5,667,2,2,0.0
B,5,668,2,2,0.0
B,5,669,2,2,0.0
B,5,670,2,2,0.0
B,5,671,2,2,0.0
B,5,672,2,2,0.0
B,5,673,2,2,0.0
B,5,674,2,2,0.0
B,5,675,2,2,0.0
B,5,676,2,2,0.0
B,5,677,2,2,0.0
B,5,678,2,2,0.0
B,5,679,2,2,0.0
B,5,680,2,2,0.0
B,5,681,2,2,0.0
B,5,682,2,2,0.0
B,5,683,2,2,0.0
B,5,684,2,2,0.0
B,5,685,2,2,0.0
B,5,686,2,2,0.0
B,5,687,2,2,0.0
B,5,688,2,2,0.0
B,5,689,2,2,0.0
B,5,690,2,2,0.0
B,5,691,2,2,0.0
B,5,692,2,2,0.0
B,5,693,2,2,0.0
B,5,694,2,2,0.0
B,5,695,2,2,0.0
B,5,696,2,2,0.0
B,5,697,2,2,0.0
B,5,698,2,2,0.0
B,5,699,2,2,0.0
B,5,700,2,2,0.0
B,5,701,2,2,0.0
B,5,702,2,2,0.0
B,5,703,2,2,0.0
B,5,704,2,2,0.0
B,5,705,2,2,0.0
B,5,706,2,2,0.0
B,5,707,2,2,0.0
B,5,708,2,2,0.0
B,5,709,2,2,0.0
B,5,710,2,2,0.0
B,5,711,2,2,0.0
B,5,712,2,2,0.0
B,5,713,2,2,0.0
B,5,714,2,2,0.0
B,5,715,2,2,0.0
B,5,716,2,2,0.0
B,5,717,2,2,0.0
B,5,718,2,2,0.0
B,5,719,2,2,0.0
B,5,720,2,2,0.0
B,5,721,2,2,0.0
B,5,722,2,2,0.0
B,5,723,2,2,0.0
B,5,724,2,2,0.0
B,5,725,2,2,0.0
B,5,726,2,2,0.0
B,5,727,2,2,0.0
B,5,728,2,2,0.0
B,5,729,2,2,0.0
B,5,730,2,2,0.0
B,5,731,2,2,0.0
B,5,732,2,2,0.0
B,5,733,2,2,0.0
B,5,734,2,2,0.0
B,5,735,2,2,0.0
B,5,736,2,2,0.0
B,5,737,2,2,0.0
B,5,738,2,2,0.0
B,5,739,2,2,0.0
B,5,740,2,2,0.0
B,5,741,2,2,0.0
B,5,742,2,2,0.0
B,5,743,2,2,0.0
B,5,744,2,2,0.0
B,5,745,2,2,0.0
B,5,746,2,2,0.0
B,5,747,2,2,0.0
B,5,748,2,2,0.0
B,5,749,2,2,0.0
B,5,750,2,2,0.0
B,5,751,2,2,0.0
B,5,752,2,2,0.0
B,5,753,2,2,0.0
B,5,754,2,2,0.0
B,5,755,2,2,0.0
B,5,756,2,2,0.0
B,5,757,2,2,0.0
B,5,758,2,2,0.0
B,5,759,2,2,0.0
B,5,760,2,2,0.0
B,5,761,2,2,0.0
B,5,762,2,2,0.0
B,5,763,2,2,0.0
B,5,764,2,2,0.0
B,5,765,2,2,0.0
B,5,766,2,2,0.0
B,5,767,2,2,0.0
B,5,768,2,2,0.0
B,5,769,2,2,0.0
B,5,770,2,2,0.0
B,5,771,2,2,0.0
B,5,772,2,2,0.0
B,5,773,2,2,0.0
